order_id,order_date,region,channel,category,quantity,unit_price,revenue,refunded
ORD-100369,2026-05-28,APAC,organic,outerwear,1,147.07,147.07,true
ORD-100370,2026-05-28,NA,organic,accessories,1,28.37,28.37,false
ORD-100371,2026-05-28,NA,paid_search,footwear,1,114.46,114.46,false
ORD-100372,2026-05-28,NA,organic,accessories,1,20.02,20.02,false
ORD-100373,2026-05-28,EMEA,paid_search,outerwear,1,136.63,136.63,false
ORD-100374,2026-05-29,NA,paid_search,outerwear,1,131.55,131.55,false
ORD-100375,2026-05-29,NA,organic,accessories,4,27.89,111.56,false
ORD-100376,2026-05-29,NA,organic,accessories,1,26.81,26.81,false
ORD-100377,2026-05-29,EMEA,email,outerwear,1,182.56,182.56,false
ORD-100378,2026-05-29,EMEA,email,bags,1,79.24,79.24,false
ORD-100379,2026-05-29,APAC,organic,outerwear,2,132.99,265.98,false
ORD-100380,2026-05-29,NA,organic,accessories,2,32.14,64.28,false
ORD-100381,2026-05-29,NA,affiliate,accessories,1,31.44,31.44,false
ORD-100382,2026-05-29,APAC,paid_search,outerwear,3,127.72,383.16,false
ORD-100383,2026-05-29,LATAM,organic,bags,1,78.63,78.63,false
ORD-100384,2026-05-29,APAC,email,footwear,1,70.44,70.44,false
ORD-100385,2026-05-29,APAC,organic,footwear,1,97.66,97.66,false
ORD-100386,2026-05-29,NA,organic,footwear,1,98.81,98.81,false
ORD-100387,2026-05-30,LATAM,organic,accessories,3,30.66,91.98,false
ORD-100388,2026-05-30,NA,affiliate,accessories,3,34.09,102.27,false
ORD-100389,2026-05-30,NA,affiliate,footwear,1,81.66,81.66,false
ORD-100390,2026-05-30,APAC,organic,bags,2,65.56,131.12,false
ORD-100391,2026-05-30,NA,paid_search,footwear,1,116.48,116.48,false
ORD-100392,2026-05-30,NA,email,bags,1,77.48,77.48,false
ORD-100393,2026-05-30,APAC,paid_search,outerwear,1,128.95,128.95,false
ORD-100394,2026-05-30,NA,organic,outerwear,1,203.44,203.44,false
ORD-100395,2026-05-30,NA,organic,footwear,1,83.24,83.24,false
ORD-100396,2026-05-30,NA,paid_search,bags,2,58.99,117.98,false
ORD-100397,2026-05-30,NA,organic,accessories,2,21.67,43.34,false
ORD-100398,2026-05-31,NA,paid_search,bags,2,56.09,112.18,false
ORD-100399,2026-05-31,NA,organic,bags,2,53.79,107.58,false
ORD-100400,2026-05-31,EMEA,affiliate,footwear,3,80.85,242.55,false
ORD-100401,2026-05-31,EMEA,organic,outerwear,1,155.63,155.63,false
ORD-100402,2026-05-31,APAC,organic,footwear,1,118.15,118.15,false
ORD-100403,2026-06-01,EMEA,paid_search,accessories,1,27.62,27.62,false
ORD-100404,2026-06-01,NA,email,footwear,1,69.1,69.1,false
ORD-100405,2026-06-01,EMEA,organic,accessories,2,20.75,41.5,false
ORD-100406,2026-06-01,APAC,affiliate,outerwear,1,128.61,128.61,false
ORD-100407,2026-06-01,NA,organic,outerwear,1,179.52,179.52,false
ORD-100408,2026-06-01,NA,email,accessories,1,25.61,25.61,false
ORD-100409,2026-06-01,LATAM,affiliate,outerwear,1,121.12,121.12,false
ORD-100410,2026-06-01,NA,organic,bags,3,88.8,266.4,false
ORD-100411,2026-06-01,EMEA,organic,accessories,1,29.93,29.93,false
ORD-100412,2026-06-01,EMEA,email,bags,1,50.64,50.64,false
ORD-100413,2026-06-01,NA,organic,footwear,1,97.78,97.78,false
ORD-100414,2026-06-01,EMEA,paid_search,footwear,2,92.48,184.96,false
ORD-100415,2026-06-01,NA,paid_search,outerwear,3,126.58,379.74,false
ORD-100416,2026-06-01,NA,paid_search,accessories,1,27.29,27.29,false
ORD-100417,2026-06-01,APAC,organic,outerwear,4,202.71,810.84,false
ORD-100418,2026-06-01,LATAM,paid_search,accessories,1,24.41,24.41,false
ORD-100419,2026-06-01,EMEA,organic,outerwear,1,143.67,143.67,false
ORD-100420,2026-06-01,NA,affiliate,bags,2,55.15,110.3,false
ORD-100421,2026-06-01,EMEA,organic,accessories,1,28.9,28.9,false
ORD-100422,2026-06-02,EMEA,paid_search,footwear,1,110.28,110.28,false
ORD-100423,2026-06-02,NA,email,bags,1,68.28,68.28,false
ORD-100424,2026-06-02,EMEA,paid_search,footwear,2,101.57,203.14,false
ORD-100425,2026-06-02,NA,paid_search,footwear,2,117.07,234.14,false
ORD-100426,2026-06-02,EMEA,organic,outerwear,4,129.18,516.72,false
ORD-100427,2026-06-02,NA,affiliate,footwear,1,66.69,66.69,true
ORD-100428,2026-06-02,APAC,paid_search,bags,1,78.79,78.79,false
ORD-100429,2026-06-02,EMEA,email,outerwear,1,198.48,198.48,false
ORD-100430,2026-06-02,EMEA,organic,accessories,2,31.76,63.52,true
ORD-100431,2026-06-02,EMEA,paid_search,accessories,2,20.17,40.34,false
ORD-100432,2026-06-02,NA,paid_search,footwear,1,114.31,114.31,false
ORD-100433,2026-06-02,EMEA,organic,footwear,2,96.16,192.32,false
ORD-100434,2026-06-02,NA,organic,accessories,1,28.72,28.72,false
ORD-100435,2026-06-03,LATAM,organic,accessories,1,30.98,30.98,false
ORD-100436,2026-06-03,EMEA,email,accessories,4,27.6,110.4,false
ORD-100437,2026-06-03,NA,paid_search,footwear,1,109.23,109.23,false
ORD-100438,2026-06-03,LATAM,paid_search,outerwear,2,153.71,307.42,false
ORD-100439,2026-06-03,NA,organic,accessories,1,23.06,23.06,false
ORD-100440,2026-06-03,NA,affiliate,outerwear,2,180.32,360.64,false
ORD-100441,2026-06-03,EMEA,paid_search,accessories,1,29.14,29.14,false
ORD-100442,2026-06-03,NA,organic,footwear,2,104.19,208.38,false
ORD-100443,2026-06-03,EMEA,paid_search,accessories,1,29.04,29.04,false
ORD-100444,2026-06-03,NA,organic,footwear,3,106.81,320.43,false
ORD-100445,2026-06-03,EMEA,organic,accessories,2,23.42,46.84,false
ORD-100446,2026-06-03,NA,paid_search,accessories,2,27.96,55.92,false
ORD-100447,2026-06-04,LATAM,paid_search,accessories,1,25.09,25.09,false
ORD-100448,2026-06-04,EMEA,organic,accessories,3,32.99,98.97,false
ORD-100449,2026-06-04,LATAM,paid_search,bags,1,65.66,65.66,false
ORD-100450,2026-06-04,NA,affiliate,outerwear,1,140.34,140.34,false
ORD-100451,2026-06-04,NA,organic,accessories,1,22.62,22.62,false
ORD-100452,2026-06-04,NA,email,accessories,4,25.42,101.68,false
ORD-100453,2026-06-04,APAC,paid_search,footwear,2,81.7,163.4,false
ORD-100454,2026-06-04,EMEA,paid_search,outerwear,2,133.5,267.0,true
ORD-100455,2026-06-04,APAC,affiliate,accessories,3,30.29,90.87,false
ORD-100456,2026-06-04,NA,organic,footwear,1,108.75,108.75,false
ORD-100457,2026-06-04,EMEA,organic,outerwear,1,172.22,172.22,true
ORD-100458,2026-06-04,NA,paid_search,accessories,1,31.98,31.98,false
ORD-100459,2026-06-04,EMEA,paid_search,accessories,1,33.89,33.89,false
ORD-100460,2026-06-04,APAC,organic,bags,4,65.81,263.24,false
ORD-100461,2026-06-04,NA,email,accessories,1,35.97,35.97,false
ORD-100462,2026-06-04,NA,email,accessories,1,19.75,19.75,false
ORD-100463,2026-06-05,NA,paid_search,accessories,1,28.46,28.46,false
ORD-100464,2026-06-05,NA,organic,accessories,1,29.8,29.8,false
ORD-100465,2026-06-05,NA,organic,accessories,2,28.64,57.28,false
ORD-100466,2026-06-05,NA,email,accessories,1,19.59,19.59,false
ORD-100467,2026-06-05,LATAM,affiliate,accessories,1,29.97,29.97,false
ORD-100468,2026-06-05,APAC,organic,outerwear,1,162.75,162.75,false
ORD-100469,2026-06-05,APAC,email,accessories,2,34.55,69.1,false
ORD-100470,2026-06-05,APAC,organic,footwear,1,103.24,103.24,false
ORD-100471,2026-06-05,APAC,organic,accessories,3,25.95,77.85,false
ORD-100472,2026-06-05,APAC,organic,footwear,1,99.7,99.7,false
ORD-100473,2026-06-05,NA,organic,bags,1,87.71,87.71,false
ORD-100474,2026-06-05,NA,organic,accessories,1,31.31,31.31,false
ORD-100475,2026-06-05,EMEA,paid_search,bags,2,61.54,123.08,false
ORD-100476,2026-06-05,LATAM,organic,outerwear,1,200.05,200.05,false
ORD-100477,2026-06-05,APAC,organic,accessories,1,24.99,24.99,false
ORD-100478,2026-06-06,APAC,email,bags,1,51.16,51.16,false
ORD-100479,2026-06-06,APAC,affiliate,footwear,2,111.72,223.44,false
ORD-100480,2026-06-06,LATAM,organic,accessories,2,32.92,65.84,false
ORD-100481,2026-06-06,EMEA,paid_search,accessories,1,31.76,31.76,false
ORD-100482,2026-06-06,NA,organic,footwear,1,99.51,99.51,false
ORD-100483,2026-06-06,EMEA,organic,footwear,1,75.19,75.19,false
ORD-100484,2026-06-06,EMEA,email,outerwear,1,177.57,177.57,false
ORD-100485,2026-06-06,EMEA,paid_search,footwear,3,70.73,212.19,false
ORD-100486,2026-06-06,NA,affiliate,outerwear,1,162.48,162.48,false
ORD-100487,2026-06-06,LATAM,email,accessories,2,35.46,70.92,false
ORD-100488,2026-06-06,EMEA,organic,outerwear,2,136.94,273.88,false
ORD-100489,2026-06-06,LATAM,organic,footwear,1,66.72,66.72,false
ORD-100490,2026-06-06,NA,paid_search,accessories,2,30.37,60.74,false
ORD-100491,2026-06-07,EMEA,email,bags,1,71.73,71.73,false
ORD-100492,2026-06-07,EMEA,paid_search,bags,2,86.82,173.64,false
ORD-100493,2026-06-07,APAC,paid_search,accessories,2,31.66,63.32,false
ORD-100494,2026-06-07,EMEA,paid_search,footwear,2,107.34,214.68,false
ORD-100495,2026-06-07,NA,paid_search,accessories,2,26.85,53.7,false
ORD-100496,2026-06-07,NA,affiliate,bags,2,84.94,169.88,false
ORD-100497,2026-06-07,NA,organic,outerwear,2,186.44,372.88,false
ORD-100498,2026-06-07,NA,paid_search,accessories,1,30.78,30.78,false
ORD-100499,2026-06-08,NA,paid_search,accessories,1,33.52,33.52,false
ORD-100500,2026-06-08,NA,organic,outerwear,4,117.17,468.68,false
ORD-100501,2026-06-08,APAC,paid_search,outerwear,2,133.67,267.34,false
ORD-100502,2026-06-08,NA,paid_search,footwear,1,84.04,84.04,false
ORD-100503,2026-06-08,NA,organic,accessories,1,25.55,25.55,false
ORD-100504,2026-06-08,EMEA,paid_search,footwear,1,80.11,80.11,false
ORD-100505,2026-06-08,NA,paid_search,outerwear,2,125.19,250.38,false
ORD-100506,2026-06-08,EMEA,paid_search,outerwear,2,160.85,321.7,false
ORD-100507,2026-06-08,NA,organic,footwear,1,67.27,67.27,false
ORD-100508,2026-06-08,NA,paid_search,accessories,1,23.88,23.88,false
ORD-100509,2026-06-08,NA,organic,footwear,1,87.43,87.43,false
ORD-100510,2026-06-08,APAC,affiliate,footwear,2,84.81,169.62,true
ORD-100511,2026-06-08,NA,paid_search,bags,2,83.14,166.28,false
ORD-100512,2026-06-09,EMEA,organic,outerwear,4,192.2,768.8,false
ORD-100513,2026-06-09,NA,affiliate,footwear,1,88.66,88.66,false
ORD-100514,2026-06-09,NA,paid_search,footwear,1,95.17,95.17,false
ORD-100515,2026-06-09,EMEA,email,bags,1,51.7,51.7,false
ORD-100516,2026-06-09,EMEA,paid_search,footwear,2,104.94,209.88,false
ORD-100517,2026-06-09,EMEA,organic,accessories,2,32.33,64.66,false
ORD-100518,2026-06-09,NA,organic,footwear,1,68.95,68.95,false
ORD-100519,2026-06-09,NA,paid_search,outerwear,2,156.98,313.96,false
ORD-100520,2026-06-09,EMEA,organic,outerwear,4,188.87,755.48,false
ORD-100521,2026-06-09,EMEA,organic,footwear,1,93.82,93.82,false
ORD-100522,2026-06-09,EMEA,organic,accessories,1,27.99,27.99,false
ORD-100523,2026-06-09,EMEA,organic,bags,2,85.08,170.16,false
ORD-100524,2026-06-09,EMEA,affiliate,accessories,3,30.43,91.29,false
ORD-100525,2026-06-09,EMEA,organic,accessories,1,34.83,34.83,false
ORD-100526,2026-06-09,EMEA,email,footwear,1,95.25,95.25,false
ORD-100527,2026-06-09,NA,organic,accessories,1,22.94,22.94,false
ORD-100528,2026-06-09,APAC,organic,bags,1,57.53,57.53,false
ORD-100529,2026-06-09,EMEA,affiliate,outerwear,3,117.75,353.25,false
ORD-100530,2026-06-09,EMEA,organic,outerwear,1,175.22,175.22,false
ORD-100531,2026-06-10,NA,organic,outerwear,2,179.18,358.36,false
ORD-100532,2026-06-10,EMEA,affiliate,footwear,4,86.96,347.84,false
ORD-100533,2026-06-10,EMEA,email,bags,1,51.35,51.35,false
ORD-100534,2026-06-10,NA,email,accessories,2,34.08,68.16,false
ORD-100535,2026-06-10,EMEA,email,accessories,3,24.87,74.61,false
ORD-100536,2026-06-10,NA,organic,outerwear,1,114.03,114.03,false
ORD-100537,2026-06-10,EMEA,organic,footwear,1,72.3,72.3,false
ORD-100538,2026-06-10,LATAM,affiliate,footwear,2,70.82,141.64,false
ORD-100539,2026-06-10,NA,affiliate,footwear,1,83.28,83.28,false
ORD-100540,2026-06-10,NA,email,footwear,1,79.53,79.53,false
ORD-100541,2026-06-10,APAC,organic,outerwear,1,136.77,136.77,false
ORD-100542,2026-06-10,NA,affiliate,accessories,1,29.46,29.46,false
ORD-100543,2026-06-11,EMEA,organic,footwear,1,83.41,83.41,false
ORD-100544,2026-06-11,NA,organic,footwear,2,80.54,161.08,false
ORD-100545,2026-06-11,EMEA,paid_search,footwear,2,96.94,193.88,false
ORD-100546,2026-06-11,APAC,organic,footwear,1,102.51,102.51,false
ORD-100547,2026-06-11,EMEA,paid_search,outerwear,1,174.16,174.16,false
ORD-100548,2026-06-11,EMEA,organic,bags,1,59.98,59.98,false
ORD-100549,2026-06-11,EMEA,paid_search,accessories,1,21.41,21.41,false
ORD-100550,2026-06-11,EMEA,organic,accessories,1,22.75,22.75,false
ORD-100551,2026-06-11,EMEA,organic,outerwear,2,161.94,323.88,false
ORD-100552,2026-06-11,NA,organic,footwear,1,107.73,107.73,false
ORD-100553,2026-06-11,NA,paid_search,outerwear,1,136.1,136.1,true
ORD-100554,2026-06-11,EMEA,organic,accessories,1,21.46,21.46,false
ORD-100555,2026-06-11,EMEA,organic,footwear,2,68.11,136.22,false
ORD-100556,2026-06-11,NA,affiliate,outerwear,2,143.54,287.08,false
ORD-100557,2026-06-12,EMEA,organic,accessories,3,26.34,79.02,false
ORD-100558,2026-06-12,EMEA,organic,outerwear,1,143.76,143.76,false
ORD-100559,2026-06-12,APAC,organic,accessories,2,20.56,41.12,true
ORD-100560,2026-06-12,EMEA,paid_search,accessories,3,32.02,96.06,false
ORD-100561,2026-06-12,NA,organic,accessories,2,20.99,41.98,false
ORD-100562,2026-06-12,APAC,affiliate,bags,2,80.39,160.78,false
ORD-100563,2026-06-12,NA,paid_search,footwear,2,110.01,220.02,false
ORD-100564,2026-06-12,NA,organic,accessories,2,29.38,58.76,false
ORD-100565,2026-06-12,NA,paid_search,accessories,2,33.63,67.26,false
ORD-100566,2026-06-12,EMEA,paid_search,bags,1,88.31,88.31,false
ORD-100567,2026-06-13,NA,email,accessories,2,26.24,52.48,false
ORD-100568,2026-06-13,EMEA,organic,accessories,2,34.58,69.16,false
ORD-100569,2026-06-13,NA,organic,footwear,4,112.54,450.16,false
ORD-100570,2026-06-13,APAC,paid_search,outerwear,1,131.28,131.28,false
ORD-100571,2026-06-13,APAC,organic,accessories,1,36.05,36.05,false
ORD-100572,2026-06-13,APAC,organic,outerwear,1,176.09,176.09,true
ORD-100573,2026-06-13,NA,email,accessories,1,21.97,21.97,false
ORD-100574,2026-06-13,APAC,paid_search,bags,1,62.39,62.39,false
ORD-100575,2026-06-13,EMEA,organic,outerwear,1,111.74,111.74,false
ORD-100576,2026-06-13,APAC,email,accessories,2,30.76,61.52,false
ORD-100577,2026-06-14,EMEA,paid_search,outerwear,3,196.22,588.66,false
ORD-100578,2026-06-14,NA,paid_search,bags,1,61.43,61.43,false
ORD-100579,2026-06-14,LATAM,organic,footwear,3,91.57,274.71,false
ORD-100580,2026-06-14,APAC,email,footwear,1,88.79,88.79,false
ORD-100581,2026-06-14,LATAM,email,bags,1,62.67,62.67,false
ORD-100582,2026-06-14,LATAM,organic,outerwear,1,198.53,198.53,false
ORD-100583,2026-06-14,EMEA,paid_search,accessories,2,23.49,46.98,false
ORD-100584,2026-06-14,NA,affiliate,bags,2,82.89,165.78,false
ORD-100585,2026-06-14,NA,email,accessories,2,24.09,48.18,false
ORD-100586,2026-06-14,EMEA,organic,accessories,3,22.8,68.4,false
ORD-100587,2026-06-15,LATAM,email,outerwear,2,197.54,395.08,false
ORD-100588,2026-06-15,LATAM,organic,accessories,4,22.57,90.28,false
ORD-100589,2026-06-15,NA,organic,accessories,3,26.19,78.57,false
ORD-100590,2026-06-15,NA,email,bags,1,57.56,57.56,false
ORD-100591,2026-06-15,APAC,paid_search,outerwear,2,140.93,281.86,false
ORD-100592,2026-06-15,LATAM,paid_search,bags,2,60.57,121.14,false
ORD-100593,2026-06-15,EMEA,paid_search,accessories,2,21.47,42.94,false
ORD-100594,2026-06-15,EMEA,organic,accessories,1,35.17,35.17,false
ORD-100595,2026-06-15,APAC,organic,footwear,2,101.5,203.0,false
ORD-100596,2026-06-15,APAC,organic,accessories,1,22.39,22.39,false
ORD-100597,2026-06-15,NA,organic,bags,1,88.61,88.61,false
ORD-100598,2026-06-15,NA,paid_search,accessories,1,22.55,22.55,false
ORD-100599,2026-06-15,NA,paid_search,accessories,1,25.11,25.11,false
ORD-100600,2026-06-15,EMEA,email,outerwear,1,149.42,149.42,false
ORD-100601,2026-06-15,NA,email,outerwear,1,175.0,175.0,false
ORD-100602,2026-06-15,APAC,organic,footwear,2,109.38,218.76,false
ORD-100603,2026-06-15,NA,email,bags,1,60.56,60.56,false
ORD-100604,2026-06-15,NA,paid_search,accessories,1,34.57,34.57,false
ORD-100605,2026-06-16,LATAM,organic,accessories,1,28.1,28.1,false
ORD-100606,2026-06-16,EMEA,paid_search,bags,2,54.81,109.62,false
ORD-100607,2026-06-16,EMEA,paid_search,footwear,1,109.74,109.74,false
ORD-100608,2026-06-16,NA,email,accessories,4,28.32,113.28,false
ORD-100609,2026-06-16,EMEA,email,accessories,2,32.98,65.96,false
ORD-100610,2026-06-16,LATAM,organic,footwear,2,78.87,157.74,false
ORD-100611,2026-06-16,NA,organic,footwear,1,86.16,86.16,false
ORD-100612,2026-06-16,LATAM,organic,footwear,2,117.13,234.26,false
ORD-100613,2026-06-16,APAC,paid_search,bags,1,67.14,67.14,false
ORD-100614,2026-06-16,EMEA,organic,outerwear,1,129.01,129.01,false
ORD-100615,2026-06-16,EMEA,organic,footwear,1,74.99,74.99,false
ORD-100616,2026-06-17,NA,email,accessories,2,35.31,70.62,false
ORD-100617,2026-06-17,NA,email,footwear,1,87.14,87.14,false
ORD-100618,2026-06-17,EMEA,organic,accessories,1,29.95,29.95,false
ORD-100619,2026-06-17,APAC,email,footwear,1,73.75,73.75,false
ORD-100620,2026-06-17,NA,email,bags,2,63.42,126.84,false
ORD-100621,2026-06-17,NA,email,bags,4,87.4,349.6,false
ORD-100622,2026-06-17,NA,organic,outerwear,2,161.32,322.64,false
ORD-100623,2026-06-17,APAC,paid_search,footwear,3,74.73,224.19,false
ORD-100624,2026-06-17,EMEA,organic,bags,1,86.75,86.75,false
ORD-100625,2026-06-17,EMEA,email,bags,1,83.24,83.24,false
ORD-100626,2026-06-17,EMEA,paid_search,outerwear,3,161.88,485.64,false
ORD-100627,2026-06-17,EMEA,affiliate,bags,1,75.92,75.92,false
ORD-100628,2026-06-17,LATAM,paid_search,bags,3,53.09,159.27,false
ORD-100629,2026-06-17,APAC,organic,bags,2,73.0,146.0,false
ORD-100630,2026-06-17,NA,organic,outerwear,2,155.71,311.42,false
ORD-100631,2026-06-17,LATAM,organic,bags,1,51.61,51.61,false
ORD-100632,2026-06-17,APAC,paid_search,bags,1,80.38,80.38,false
ORD-100633,2026-06-17,EMEA,organic,outerwear,1,204.08,204.08,false
ORD-100634,2026-06-18,NA,paid_search,outerwear,2,115.1,230.2,false
ORD-100635,2026-06-18,EMEA,affiliate,footwear,1,65.09,65.09,false
ORD-100636,2026-06-18,NA,organic,footwear,1,108.61,108.61,false
ORD-100637,2026-06-18,NA,email,bags,3,49.06,147.18,false
ORD-100638,2026-06-18,NA,paid_search,footwear,2,100.58,201.16,false
ORD-100639,2026-06-18,NA,organic,outerwear,1,190.1,190.1,false
ORD-100640,2026-06-18,EMEA,paid_search,outerwear,2,204.77,409.54,false
ORD-100641,2026-06-18,LATAM,organic,footwear,1,77.26,77.26,false
ORD-100642,2026-06-18,NA,affiliate,accessories,1,32.2,32.2,false
ORD-100643,2026-06-18,NA,paid_search,outerwear,1,118.04,118.04,false
ORD-100644,2026-06-18,NA,affiliate,bags,1,66.14,66.14,false
ORD-100645,2026-06-18,EMEA,paid_search,footwear,3,110.28,330.84,false
ORD-100646,2026-06-18,EMEA,organic,bags,2,51.27,102.54,false
ORD-100647,2026-06-19,NA,organic,accessories,2,33.61,67.22,true
ORD-100648,2026-06-19,APAC,email,outerwear,4,173.33,693.32,false
ORD-100649,2026-06-19,EMEA,organic,accessories,1,23.62,23.62,false
ORD-100650,2026-06-19,APAC,email,accessories,3,24.94,74.82,false
ORD-100651,2026-06-19,EMEA,paid_search,footwear,1,69.87,69.87,false
ORD-100652,2026-06-19,EMEA,organic,accessories,1,21.48,21.48,false
ORD-100653,2026-06-19,NA,affiliate,outerwear,3,149.79,449.37,false
ORD-100654,2026-06-19,APAC,email,footwear,2,76.11,152.22,false
ORD-100655,2026-06-19,NA,paid_search,bags,2,90.69,181.38,false
ORD-100656,2026-06-19,EMEA,paid_search,accessories,2,23.6,47.2,false
ORD-100657,2026-06-19,APAC,organic,outerwear,2,169.91,339.82,false
ORD-100658,2026-06-19,EMEA,organic,footwear,1,102.43,102.43,false
ORD-100659,2026-06-20,NA,affiliate,footwear,1,71.93,71.93,false
ORD-100660,2026-06-20,EMEA,organic,accessories,3,26.97,80.91,false
ORD-100661,2026-06-20,LATAM,organic,outerwear,1,180.42,180.42,false
ORD-100662,2026-06-20,APAC,email,outerwear,1,190.01,190.01,false
ORD-100663,2026-06-21,EMEA,email,accessories,2,33.6,67.2,false
ORD-100664,2026-06-21,EMEA,affiliate,accessories,2,22.46,44.92,false
ORD-100665,2026-06-21,EMEA,organic,bags,1,52.71,52.71,false
ORD-100666,2026-06-21,NA,email,accessories,2,21.62,43.24,false
ORD-100667,2026-06-21,EMEA,paid_search,outerwear,1,181.27,181.27,false
ORD-100668,2026-06-21,LATAM,organic,outerwear,3,126.71,380.13,false
ORD-100669,2026-06-21,EMEA,email,outerwear,3,183.7,551.1,false
ORD-100670,2026-06-21,APAC,organic,accessories,3,20.29,60.87,false
ORD-100671,2026-06-21,NA,paid_search,footwear,1,90.98,90.98,false
ORD-100672,2026-06-22,NA,organic,footwear,1,115.02,115.02,false
ORD-100673,2026-06-22,LATAM,paid_search,outerwear,1,145.36,145.36,false
ORD-100674,2026-06-22,NA,affiliate,footwear,1,90.79,90.79,false
ORD-100675,2026-06-22,EMEA,organic,bags,1,88.75,88.75,false
ORD-100676,2026-06-22,LATAM,paid_search,accessories,1,20.83,20.83,false
ORD-100677,2026-06-22,EMEA,paid_search,outerwear,1,154.13,154.13,false
ORD-100678,2026-06-22,EMEA,paid_search,accessories,1,31.22,31.22,false
ORD-100679,2026-06-22,NA,email,footwear,2,101.98,203.96,true
ORD-100680,2026-06-22,LATAM,email,outerwear,2,124.73,249.46,false
ORD-100681,2026-06-22,EMEA,paid_search,accessories,2,30.33,60.66,false
ORD-100682,2026-06-22,LATAM,email,footwear,1,110.99,110.99,false
ORD-100683,2026-06-22,NA,paid_search,accessories,2,29.2,58.4,false
ORD-100684,2026-06-22,NA,email,footwear,1,90.8,90.8,false
ORD-100685,2026-06-22,EMEA,paid_search,bags,2,57.91,115.82,false
ORD-100686,2026-06-22,LATAM,organic,accessories,4,27.08,108.32,false
ORD-100687,2026-06-22,NA,email,bags,1,66.37,66.37,false
ORD-100688,2026-06-23,NA,paid_search,footwear,1,108.87,108.87,false
ORD-100689,2026-06-23,LATAM,organic,bags,1,59.1,59.1,false
ORD-100690,2026-06-23,APAC,organic,outerwear,4,123.79,495.16,false
ORD-100691,2026-06-23,NA,email,bags,1,73.65,73.65,false
ORD-100692,2026-06-23,LATAM,organic,outerwear,3,202.25,606.75,false
ORD-100693,2026-06-23,APAC,organic,footwear,1,109.31,109.31,false
ORD-100694,2026-06-23,APAC,email,outerwear,3,150.99,452.97,false
ORD-100695,2026-06-23,NA,organic,footwear,1,91.65,91.65,false
ORD-100696,2026-06-23,NA,email,outerwear,1,167.42,167.42,false
ORD-100697,2026-06-23,EMEA,email,accessories,2,26.34,52.68,false
ORD-100698,2026-06-23,APAC,organic,footwear,2,90.11,180.22,false
ORD-100699,2026-06-23,APAC,paid_search,bags,1,81.03,81.03,false
ORD-100700,2026-06-23,LATAM,organic,accessories,2,23.34,46.68,false
ORD-100701,2026-06-24,APAC,organic,bags,4,86.91,347.64,false
ORD-100702,2026-06-24,EMEA,organic,bags,2,54.34,108.68,false
ORD-100703,2026-06-24,NA,paid_search,footwear,1,112.89,112.89,false
ORD-100704,2026-06-24,NA,paid_search,bags,3,73.28,219.84,false
ORD-100705,2026-06-24,APAC,organic,outerwear,2,177.06,354.12,false
ORD-100706,2026-06-24,NA,paid_search,footwear,4,106.39,425.56,false
ORD-100707,2026-06-24,EMEA,organic,outerwear,1,192.06,192.06,false
ORD-100708,2026-06-24,EMEA,organic,bags,2,85.86,171.72,false
ORD-100709,2026-06-24,EMEA,organic,bags,2,60.45,120.9,false
ORD-100710,2026-06-24,NA,affiliate,outerwear,1,132.84,132.84,false
ORD-100711,2026-06-24,EMEA,paid_search,footwear,1,68.63,68.63,false
ORD-100712,2026-06-24,NA,organic,footwear,1,81.75,81.75,false
ORD-100713,2026-06-24,EMEA,organic,footwear,3,78.65,235.95,false
ORD-100714,2026-06-24,NA,organic,accessories,1,33.97,33.97,false
ORD-100715,2026-06-24,EMEA,organic,footwear,2,110.37,220.74,false
ORD-100716,2026-06-24,NA,organic,accessories,2,32.87,65.74,false
ORD-100717,2026-06-25,NA,paid_search,bags,2,58.71,117.42,false
ORD-100718,2026-06-25,APAC,paid_search,outerwear,1,200.02,200.02,false
ORD-100719,2026-06-25,EMEA,organic,accessories,1,28.18,28.18,false
ORD-100720,2026-06-25,NA,paid_search,footwear,1,80.13,80.13,false
ORD-100721,2026-06-25,EMEA,organic,outerwear,1,140.59,140.59,false
ORD-100722,2026-06-25,NA,paid_search,outerwear,1,143.24,143.24,false
ORD-100723,2026-06-25,APAC,organic,accessories,1,28.19,28.19,false
ORD-100724,2026-06-25,LATAM,email,accessories,1,28.04,28.04,false
ORD-100725,2026-06-25,NA,email,bags,1,62.48,62.48,false
ORD-100726,2026-06-25,EMEA,organic,bags,1,81.65,81.65,false
ORD-100727,2026-06-25,NA,email,bags,1,82.84,82.84,false
ORD-100728,2026-06-25,LATAM,affiliate,bags,2,64.63,129.26,false
ORD-100729,2026-06-25,EMEA,organic,footwear,1,89.23,89.23,false
ORD-100730,2026-06-25,NA,email,outerwear,1,176.19,176.19,true
ORD-100731,2026-06-25,EMEA,affiliate,accessories,1,20.87,20.87,false
ORD-100732,2026-06-25,NA,paid_search,footwear,1,114.28,114.28,false
ORD-100733,2026-06-25,EMEA,organic,accessories,1,28.34,28.34,false
ORD-100734,2026-06-25,NA,paid_search,bags,2,64.24,128.48,false
ORD-100735,2026-06-25,APAC,paid_search,footwear,1,104.95,104.95,false
ORD-100736,2026-06-25,NA,email,outerwear,1,138.45,138.45,false
ORD-100737,2026-06-25,APAC,paid_search,outerwear,2,198.29,396.58,false
ORD-100738,2026-06-25,NA,affiliate,outerwear,1,159.84,159.84,false
